S1,S2,open,loss,reward,action_choose,form_del_min
BTCUSDT,ETHUSDT,2.0,12.5,5.863936689529851,4,4000
BTCUSDT,ETHUSDT,2.0,12.5,5.863920880704086,4,4001
BTCUSDT,ETHUSDT,2.0,12.5,5.763784487088856,4,4004
BTCUSDT,ETHUSDT,2.0,12.5,15.072128762206802,4,4024
BTCUSDT,ETHUSDT,2.0,12.5,11.165842390362087,4,4025
BTCUSDT,ETHUSDT,2.0,12.5,16.795111644153963,4,4026
BTCUSDT,ETHUSDT,2.0,12.5,6.955510791254483,4,4076
BTCUSDT,ETHUSDT,2.0,12.5,6.956338445245478,4,4077
BTCUSDT,ETHUSDT,2.0,12.5,6.693916938262646,4,4078
BTCUSDT,ETHUSDT,2.0,12.5,7.538603188624734,4,4093
BTCUSDT,ETHUSDT,2.0,12.5,25.150344271448148,4,4240
BTCUSDT,ETHUSDT,2.0,12.5,25.467753729796527,4,4241
BTCUSDT,ETHUSDT,2.0,12.5,20.070008679660816,4,4242
BTCUSDT,ETHUSDT,2.0,12.5,22.54270833814121,4,4245
BTCUSDT,ETHUSDT,2.0,12.5,22.269234543413177,4,4246
BTCUSDT,ETHUSDT,2.0,12.5,21.960446308161636,4,4247
BTCUSDT,ETHUSDT,2.0,12.5,22.742954946120562,4,4248
BTCUSDT,ETHUSDT,2.0,12.5,22.219962544998225,4,4249
BTCUSDT,ETHUSDT,2.0,12.5,25.636663601922805,4,4253
BTCUSDT,ETHUSDT,2.0,12.5,24.727238420201047,4,4254
BTCUSDT,ETHUSDT,2.0,12.5,24.079623224962006,4,4255
BTCUSDT,ETHUSDT,2.0,12.5,25.226433539463073,4,4257
BTCUSDT,ETHUSDT,2.0,12.5,15.1485300330977,4,4283
BTCUSDT,ETHUSDT,2.0,12.5,18.375723620986093,4,4284
BTCUSDT,ETHUSDT,2.0,12.5,20.1815168442998,4,4286
BTCUSDT,ETHUSDT,2.0,12.5,18.30991459055395,4,4287
BTCUSDT,ETHUSDT,2.0,12.5,15.01564999743482,4,4288
BTCUSDT,ETHUSDT,2.0,12.5,18.08621813235171,4,4289
BTCUSDT,ETHUSDT,0.75,9.0,1.8370715028979703,0,4368
BTCUSDT,ETHUSDT,1.0,7.5,1.8761153286623085,1,4369
BTCUSDT,ETHUSDT,2.0,12.5,12.380484391191317,4,4657
BTCUSDT,ETHUSDT,2.0,12.5,16.683748910820213,4,4660
BTCUSDT,ETHUSDT,2.0,12.5,8.00289886281655,4,4662
BTCUSDT,ETHUSDT,2.0,12.5,10.552500757468806,4,4664
BTCUSDT,ETHUSDT,1.5,10.0,3.4900870343404904,3,4665
BTCUSDT,ETHUSDT,1.5,10.0,3.490076821329467,3,4666
BTCUSDT,ETHUSDT,1.5,10.0,3.4900593428230877,3,4667
BTCUSDT,ETHUSDT,1.5,10.0,3.047035469504749,3,4668
BTCUSDT,ETHUSDT,1.5,10.0,3.477218061131339,3,4669
BTCUSDT,ETHUSDT,0.75,9.0,1.455693999132336,0,4670
BTCUSDT,ETHUSDT,0.75,9.0,3.222353485840131,0,4671
BTCUSDT,ETHUSDT,0.75,9.0,3.222380217261957,0,4672
BTCUSDT,ETHUSDT,0.75,9.0,3.2223722643042265,0,4673
BTCUSDT,ETHUSDT,0.75,9.0,3.2161832113375795,0,4674
BTCUSDT,ETHUSDT,0.75,9.0,3.2815853809568125,0,4675
BTCUSDT,ETHUSDT,0.75,9.0,3.2776839749802775,0,4676
BTCUSDT,ETHUSDT,0.75,9.0,3.3571093890966495,0,4677
BTCUSDT,ETHUSDT,inf,inf,0.0,5,4678
BTCUSDT,ETHUSDT,inf,inf,0.0,5,4679
BTCUSDT,ETHUSDT,inf,inf,0.0,5,4680
BTCUSDT,ETHUSDT,inf,inf,0.0,5,4681
BTCUSDT,ETHUSDT,inf,inf,0.0,5,4682
BTCUSDT,ETHUSDT,inf,inf,0.0,5,4683
BTCUSDT,ETHUSDT,inf,inf,0.0,5,4687
BTCUSDT,ETHUSDT,inf,inf,0.0,5,4688
BTCUSDT,ETHUSDT,inf,inf,0.0,5,4689
BTCUSDT,ETHUSDT,inf,inf,0.0,5,4690
BTCUSDT,ETHUSDT,inf,inf,0.0,5,4691
BTCUSDT,ETHUSDT,inf,inf,0.0,5,4692
BTCUSDT,ETHUSDT,inf,inf,0.0,5,4693
BTCUSDT,ETHUSDT,inf,inf,0.0,5,4694
BTCUSDT,ETHUSDT,inf,inf,0.0,5,4695
BTCUSDT,ETHUSDT,inf,inf,0.0,5,4696
BTCUSDT,ETHUSDT,inf,inf,0.0,5,4697
BTCUSDT,ETHUSDT,inf,inf,0.0,5,4698
BTCUSDT,ETHUSDT,inf,inf,0.0,5,4700
BTCUSDT,ETHUSDT,inf,inf,0.0,5,4701
BTCUSDT,ETHUSDT,inf,inf,0.0,5,4702
BTCUSDT,ETHUSDT,inf,inf,0.0,5,4703
BTCUSDT,ETHUSDT,inf,inf,0.0,5,4704
BTCUSDT,ETHUSDT,2.0,12.5,11.294388477009988,4,4895
BTCUSDT,ETHUSDT,2.0,12.5,13.062872652805254,4,4897
BTCUSDT,ETHUSDT,2.0,12.5,13.143085085800067,4,4898
BTCUSDT,ETHUSDT,2.0,12.5,7.105051312820251,4,5458
BTCUSDT,ETHUSDT,2.0,12.5,3.705577173065194,4,5460
BTCUSDT,ETHUSDT,2.0,12.5,3.7054929857571324,4,5461
BTCUSDT,ETHUSDT,2.0,12.5,3.7127076041801956,4,5469
BTCUSDT,ETHUSDT,2.0,12.5,3.714645295304763,4,5470
BTCUSDT,ETHUSDT,2.0,12.5,3.7222084531542805,4,5474
BTCUSDT,ETHUSDT,1.5,10.0,3.7496083273152863,3,5477
BTCUSDT,ETHUSDT,1.5,10.0,3.6072006270409247,3,5478
BTCUSDT,ETHUSDT,2.0,12.5,7.10251165466309,4,5482
BTCUSDT,ETHUSDT,2.0,12.5,7.1025452437284,4,5483
BTCUSDT,ETHUSDT,2.0,12.5,7.102281736544114,4,5484
BTCUSDT,ETHUSDT,2.0,12.5,8.673363814378718,4,5735
BTCUSDT,ETHUSDT,2.0,12.5,8.673314338480168,4,5736
BTCUSDT,ETHUSDT,2.0,12.5,17.689467293637563,4,5998
BTCUSDT,ETHUSDT,2.0,12.5,7.391339086283551,4,6623
BTCUSDT,ETHUSDT,2.0,12.5,9.272119019135857,4,6914
BTCUSDT,ETHUSDT,2.0,12.5,13.110020347176146,4,6915
BTCUSDT,ETHUSDT,2.0,12.5,9.72251291817878,4,6916
BTCUSDT,ETHUSDT,2.0,12.5,11.530722163750305,4,6917
BTCUSDT,ETHUSDT,2.0,12.5,5.573003568144031,4,7858
BTCUSDT,ETHUSDT,2.0,12.5,5.573010531877117,4,7859
BTCUSDT,ETHUSDT,2.0,12.5,5.572994590351868,4,7860
BTCUSDT,ETHUSDT,2.0,12.5,5.5730330762363565,4,7861
BTCUSDT,ETHUSDT,2.0,12.5,5.572969218165099,4,7862
BTCUSDT,ETHUSDT,2.0,12.5,5.572974403311264,4,7863
BTCUSDT,ETHUSDT,2.0,12.5,5.572958887029358,4,7864
BTCUSDT,ETHUSDT,2.0,12.5,5.573012403893472,4,7865
BTCUSDT,ETHUSDT,2.0,12.5,5.573016843464984,4,7866
BTCUSDT,ETHUSDT,2.0,12.5,5.573002403924534,4,7867
BTCUSDT,ETHUSDT,2.0,12.5,5.5730287648541434,4,7868
BTCUSDT,ETHUSDT,2.0,12.5,5.5729557123448785,4,7869
BTCUSDT,ETHUSDT,2.0,12.5,5.572927985781007,4,7870
BTCUSDT,ETHUSDT,2.0,12.5,5.572914007707823,4,7871
BTCUSDT,ETHUSDT,2.0,12.5,5.5728715450648,4,7872
BTCUSDT,ETHUSDT,2.0,12.5,5.5914368181072405,4,7874
BTCUSDT,ETHUSDT,2.0,12.5,4.97993127382199,4,7875
BTCUSDT,ETHUSDT,2.0,12.5,4.398383915096474,4,7876
BTCUSDT,ETHUSDT,2.0,12.5,4.2477339839074375,4,7877
BTCUSDT,ETHUSDT,2.0,12.5,4.350346825747238,4,7878
BTCUSDT,ETHUSDT,2.0,12.5,14.259101094874609,4,7882
BTCUSDT,ETHUSDT,2.0,12.5,14.630260321200126,4,7884
BTCUSDT,ETHUSDT,1.5,10.0,13.350768087689005,3,7886
BTCUSDT,ETHUSDT,1.5,10.0,13.288791880303847,3,7887
BTCUSDT,ETHUSDT,2.0,12.5,13.330397311166507,4,7888
BTCUSDT,ETHUSDT,2.0,12.5,13.286912595253341,4,7889
BTCUSDT,ETHUSDT,2.0,12.5,6.332368962996554,4,7960
BTCUSDT,ETHUSDT,2.0,12.5,6.326907771720755,4,7961
BTCUSDT,ETHUSDT,2.0,12.5,5.338546230805662,4,7962
BTCUSDT,ETHUSDT,2.0,12.5,6.332266816248193,4,7963
BTCUSDT,ETHUSDT,2.0,12.5,7.778604863125423,4,7967
BTCUSDT,ETHUSDT,2.0,12.5,7.840661536056288,4,7968
BTCUSDT,ETHUSDT,inf,inf,0.0,5,8162
BTCUSDT,ETHUSDT,2.0,12.5,13.190449770274427,4,8675
BTCUSDT,ETHUSDT,2.0,12.5,10.334598124951185,4,8676
BTCUSDT,ETHUSDT,2.0,12.5,9.391240589644326,4,8677
BTCUSDT,ETHUSDT,2.0,12.5,13.443804479677055,4,8678
BTCUSDT,ETHUSDT,2.0,12.5,13.153038887787716,4,8679
BTCUSDT,ETHUSDT,2.0,12.5,5.730650032704034,4,8680
BTCUSDT,ETHUSDT,2.0,12.5,8.097987439969415,4,8681
BTCUSDT,ETHUSDT,2.0,12.5,7.871947776904221,4,8682
BTCUSDT,ETHUSDT,2.0,12.5,14.245056952425443,4,8683
BTCUSDT,ETHUSDT,1.0,7.5,6.709716260037567,1,8684
BTCUSDT,ETHUSDT,inf,inf,0.0,5,8685
BTCUSDT,ETHUSDT,0.75,9.0,4.904813100349202,0,8686
BTCUSDT,ETHUSDT,inf,inf,0.0,5,8687
BTCUSDT,ETHUSDT,inf,inf,0.0,5,8688
BTCUSDT,ETHUSDT,2.0,12.5,6.175620650302221,4,9227
BTCUSDT,ETHUSDT,2.0,12.5,6.54424318372196,4,9358
BTCUSDT,ETHUSDT,2.0,12.5,6.965409704326419,4,9359
BTCUSDT,ETHUSDT,2.0,12.5,7.1558841274370195,4,9360
BTCUSDT,ETHUSDT,2.0,12.5,7.496619350353342,4,9361
BTCUSDT,ETHUSDT,2.0,12.5,8.601514703692914,4,9362
BTCUSDT,ETHUSDT,2.0,12.5,8.593203233338443,4,9364
BTCUSDT,ETHUSDT,2.0,12.5,8.175357973557396,4,9365
BTCUSDT,ETHUSDT,2.0,12.5,7.328561639387942,4,9370
BTCUSDT,ETHUSDT,2.0,12.5,7.078306711122934,4,9371
BTCUSDT,ETHUSDT,2.0,12.5,6.724242351473777,4,9372
BTCUSDT,ETHUSDT,2.0,12.5,6.367539198518102,4,9373
BTCUSDT,ETHUSDT,2.0,12.5,6.651570643519449,4,9614
BTCUSDT,ETHUSDT,2.0,12.5,6.631711654172591,4,9615
BTCUSDT,ETHUSDT,2.0,12.5,6.791003040019632,4,9619
BTCUSDT,ETHUSDT,2.0,12.5,6.747728580748117,4,9620
BTCUSDT,ETHUSDT,1.5,10.0,5.661785306082265,3,9622
BTCUSDT,ETHUSDT,1.5,10.0,5.667827841829535,3,9623
BTCUSDT,ETHUSDT,1.5,10.0,5.672376304221757,3,9624
BTCUSDT,ETHUSDT,2.0,12.5,5.746746576352166,4,9625
BTCUSDT,ETHUSDT,2.0,12.5,6.871748485857097,4,9626
BTCUSDT,ETHUSDT,2.0,12.5,6.839249910710123,4,9627
BTCUSDT,ETHUSDT,2.0,12.5,4.609271107392374,4,9628
BTCUSDT,ETHUSDT,2.0,12.5,10.730827895944685,4,9664
BTCUSDT,ETHUSDT,2.0,12.5,7.71239274629886,4,9665
BTCUSDT,ETHUSDT,2.0,12.5,7.7123623789092335,4,9666
BTCUSDT,ETHUSDT,2.0,12.5,7.7121883101638105,4,9667
BTCUSDT,ETHUSDT,2.0,12.5,7.712288533953256,4,9668
BTCUSDT,ETHUSDT,2.0,12.5,19.477682556751006,4,9669
BTCUSDT,ETHUSDT,2.0,12.5,20.161032214494867,4,9670
BTCUSDT,ETHUSDT,2.0,12.5,20.272340274197745,4,9671
BTCUSDT,ETHUSDT,1.0,7.5,3.702321730944277,1,9978
BTCUSDT,ETHUSDT,0.75,9.0,2.7236453438176795,0,9980
BTCUSDT,ETHUSDT,0.75,9.0,2.1160534916261895,0,9981
BTCUSDT,ETHUSDT,1.0,7.5,5.214631710290178,1,9984
BTCUSDT,ETHUSDT,1.0,7.5,2.723661900554589,1,9987
BTCUSDT,ETHUSDT,1.0,7.5,2.72361373169133,1,9988
BTCUSDT,ETHUSDT,1.0,7.5,2.7235610641196217,1,9989
BTCUSDT,ETHUSDT,1.0,7.5,2.7235308431991143,1,9990
BTCUSDT,ETHUSDT,1.0,7.5,2.7235346278254156,1,9991
BTCUSDT,ETHUSDT,1.0,7.5,2.723542042997792,1,9992
BTCUSDT,ETHUSDT,inf,inf,0.0,5,9996
BTCUSDT,ETHUSDT,inf,inf,0.0,5,9997
BTCUSDT,ETHUSDT,inf,inf,0.0,5,9998
BTCUSDT,ETHUSDT,inf,inf,0.0,5,9999
BTCUSDT,ETHUSDT,inf,inf,0.0,5,10000
BTCUSDT,ETHUSDT,inf,inf,0.0,5,10001
BTCUSDT,ETHUSDT,2.0,12.5,2.8811262286372994,4,10356
BTCUSDT,ETHUSDT,2.0,12.5,2.8841645449028874,4,10357
BTCUSDT,ETHUSDT,2.0,12.5,2.8833110062427068,4,10358
BTCUSDT,ETHUSDT,2.0,12.5,2.887286146874885,4,10359
BTCUSDT,ETHUSDT,2.0,12.5,7.046726648069807,4,10630
BTCUSDT,ETHUSDT,2.0,12.5,7.0467327198937255,4,10631
BTCUSDT,ETHUSDT,2.0,12.5,7.046755098414906,4,10632
BTCUSDT,ETHUSDT,2.0,12.5,7.525954461189258,4,11019
BTCUSDT,ETHUSDT,2.0,12.5,7.525952468347782,4,11020
BTCUSDT,ETHUSDT,2.0,12.5,7.525949403967843,4,11021
BTCUSDT,ETHUSDT,2.0,12.5,7.525951661559816,4,11023
BTCUSDT,ETHUSDT,2.0,12.5,7.525953621582289,4,11024
BTCUSDT,ETHUSDT,2.0,12.5,7.52594721904461,4,11025
BTCUSDT,ETHUSDT,2.0,12.5,7.5259418455443665,4,11026
BTCUSDT,ETHUSDT,2.0,12.5,7.525945028516503,4,11027
BTCUSDT,ETHUSDT,2.0,12.5,7.525942109368657,4,11028
BTCUSDT,ETHUSDT,2.0,12.5,7.525935503304936,4,11029
BTCUSDT,ETHUSDT,2.0,12.5,7.525933222231288,4,11030
BTCUSDT,ETHUSDT,2.0,12.5,5.64605668519323,4,11031
BTCUSDT,ETHUSDT,2.0,12.5,5.646060419053015,4,11032
BTCUSDT,ETHUSDT,2.0,12.5,5.6460593856859305,4,11033
BTCUSDT,ETHUSDT,2.0,12.5,3.126261297473775,4,11109
BTCUSDT,ETHUSDT,2.0,12.5,3.1228252570072073,4,11110
BTCUSDT,ETHUSDT,2.0,12.5,3.119527914793707,4,11111
BTCUSDT,ETHUSDT,2.0,12.5,3.1192433714552408,4,11112
BTCUSDT,ETHUSDT,2.0,12.5,3.7406213330059472,4,11113
BTCUSDT,ETHUSDT,2.0,12.5,3.7404202391459194,4,11114
BTCUSDT,ETHUSDT,2.0,12.5,5.965095865988019,4,11115
BTCUSDT,ETHUSDT,2.0,12.5,7.279194879977467,4,11155
BTCUSDT,ETHUSDT,2.0,12.5,7.279250930998501,4,11156
BTCUSDT,ETHUSDT,2.0,12.5,7.279308799797718,4,11157
BTCUSDT,ETHUSDT,2.0,12.5,7.279243595424759,4,11158
BTCUSDT,ETHUSDT,2.0,12.5,7.279292848153318,4,11159
BTCUSDT,ETHUSDT,2.0,12.5,7.27952505174369,4,11171
BTCUSDT,ETHUSDT,2.0,12.5,4.569098138946288,4,11181
BTCUSDT,ETHUSDT,2.0,12.5,4.569100581253451,4,11182
BTCUSDT,ETHUSDT,1.5,10.0,4.984183919755424,3,11184
BTCUSDT,ETHUSDT,1.5,10.0,4.92162215794383,3,11187
BTCUSDT,ETHUSDT,2.0,12.5,5.663306535241645,4,11189
BTCUSDT,ETHUSDT,2.0,12.5,5.661556774572659,4,11191
BTCUSDT,ETHUSDT,2.0,12.5,5.6616392207598665,4,11192
BTCUSDT,ETHUSDT,2.0,12.5,4.569134552798687,4,11193
BTCUSDT,ETHUSDT,2.0,12.5,4.569080669747564,4,11194
BTCUSDT,ETHUSDT,2.0,12.5,4.569090578087753,4,11195
BTCUSDT,ETHUSDT,2.0,12.5,4.56905804332132,4,11196
BTCUSDT,ETHUSDT,2.0,12.5,4.569090109951276,4,11197
BTCUSDT,ETHUSDT,0.75,9.0,1.651370286895144,0,11199
BTCUSDT,ETHUSDT,0.75,9.0,1.6513680936322999,0,11200
BTCUSDT,ETHUSDT,0.75,9.0,1.6513930027717834,0,11201
BTCUSDT,ETHUSDT,inf,inf,0.0,5,11202
BTCUSDT,ETHUSDT,inf,inf,0.0,5,11203
BTCUSDT,ETHUSDT,inf,inf,0.0,5,11204
BTCUSDT,ETHUSDT,inf,inf,0.0,5,11205
BTCUSDT,ETHUSDT,inf,inf,0.0,5,11206
BTCUSDT,ETHUSDT,inf,inf,0.0,5,11207
BTCUSDT,ETHUSDT,inf,inf,0.0,5,11208
BTCUSDT,ETHUSDT,2.0,12.5,4.636562202600771,4,11213
BTCUSDT,ETHUSDT,2.0,12.5,4.6365662135249295,4,11214
BTCUSDT,ETHUSDT,2.0,12.5,19.000568448253944,4,11394
BTCUSDT,ETHUSDT,2.0,12.5,19.048009246393008,4,11397
BTCUSDT,ETHUSDT,2.0,12.5,19.128104137857378,4,11400
BTCUSDT,ETHUSDT,2.0,12.5,6.642686970600835,4,11713
BTCUSDT,ETHUSDT,2.0,12.5,7.268739129536584,4,11754
BTCUSDT,ETHUSDT,2.0,12.5,7.268766710999785,4,11755
BTCUSDT,ETHUSDT,2.0,12.5,7.268748143536072,4,11756
BTCUSDT,ETHUSDT,2.0,12.5,7.268733678388344,4,11757
